,residue,split,target
3753,3zgz.B.72,train,
3754,3zgz.B.73,train,
3755,3zgz.B.74,train,
3756,3zgz.B.75,train,
3757,3zgz.B.76,train,"{'name': '84T', 'id': ['H_84T', 1862, ' ']}"
3758,4ay2.C.3,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3759,4ay2.C.2,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3760,4ay2.C.4,train,
3761,4ay2.C.5,train,
3762,4ay2.C.6,train,
3763,4ay2.C.7,train,
3764,4ay2.C.8,train,
3765,4ay2.C.9,train,
3766,4ay2.C.10,train,
3767,4ay2.C.11,train,
3768,4ay2.C.12,train,
3769,4ay2.C.13,train,
3770,4ay2.C.14,train,
3771,4ay2.C.15,train,
3772,4ay2.C.16,train,
3773,4ay2.C.17,train,
3774,4ay2.C.18,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3775,4ay2.C.19,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3776,4ay2.C.20,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3777,4kr2.C.3,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3778,4kr2.C.2,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3779,4kr2.C.4,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3780,4kr2.C.5,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3781,4kr2.C.6,train,
3782,4kr2.C.7,train,
3783,4kr2.C.8,train,
3784,4kr2.C.9,train,
3785,4kr2.C.10,train,
3786,4kr2.C.11,train,
3787,4kr2.C.12,train,
3788,4kr2.C.13,train,
3789,4kr2.C.14,train,
3790,4kr2.C.15,train,
3791,4kr2.C.16,train,
3792,4kr2.C.19,train,
3793,4kr2.C.18,train,
3794,4kr2.C.20,train,
3795,4kr2.C.21,train,
3796,4kr2.C.22,train,
3797,4kr2.C.23,train,
3798,4kr2.C.24,train,
3799,4kr2.C.25,train,
3800,4kr2.C.26,train,
3801,4kr2.C.27,train,
3802,4kr2.C.28,train,
3803,4kr2.C.29,train,
3804,4kr2.C.30,train,
3805,4kr2.C.31,train,
3806,4kr2.C.32,train,
3807,4kr2.C.33,train,
3808,4kr2.C.34,train,
3809,4kr2.C.35,train,
3810,4kr2.C.36,train,
3811,4kr2.C.37,train,
3812,4kr2.C.38,train,
3813,4kr2.C.39,train,
3814,4kr2.C.40,train,
3815,4kr2.C.41,train,
3816,4kr2.C.42,train,
3817,4kr2.C.43,train,
3818,4kr2.C.44,train,
3819,4kr2.C.45,train,
3820,4kr2.C.46,train,
3821,4kr2.C.49,train,
3822,4kr2.C.48,train,
3823,4kr2.C.50,train,
3824,4kr2.C.51,train,
3825,4kr2.C.52,train,
3826,4kr2.C.53,train,
3827,4kr2.C.54,train,
3828,4kr2.C.55,train,
3829,4kr2.C.56,train,
3830,4kr2.C.57,train,
3831,4kr2.C.58,train,
3832,4kr2.C.59,train,
3833,4kr2.C.60,train,
3834,4kr2.C.61,train,
3835,4kr2.C.62,train,
3836,4kr2.C.63,train,
3837,4kr2.C.64,train,
3838,4kr2.C.65,train,
3839,4kr2.C.66,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3840,4kr2.C.67,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3841,4kr2.C.68,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3842,4kr2.C.69,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3843,4kr2.C.70,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3844,4kr2.C.71,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
3845,4kzd.R.2,train,
3846,4kzd.R.1,train,
3847,4kzd.R.3,train,
3848,4kzd.R.4,train,
3849,4kzd.R.5,train,
3850,4kzd.R.6,train,
3851,4kzd.R.7,train,
3852,4kzd.R.8,train,
3853,4kzd.R.9,train,
3854,4kzd.R.10,train,
3855,4kzd.R.11,train,
3856,4kzd.R.12,train,
3857,4kzd.R.13,train,
3858,4kzd.R.14,train,
3859,4kzd.R.15,train,
3860,4kzd.R.16,train,
3861,4kzd.R.17,train,
3862,4kzd.R.18,train,
3863,4kzd.R.19,train,
3864,4kzd.R.20,train,
3865,4kzd.R.21,train,
3866,4kzd.R.22,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3867,4kzd.R.23,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3868,4kzd.R.24,train,
3869,4kzd.R.25,train,
3870,4kzd.R.26,train,
3871,4kzd.R.27,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3872,4kzd.R.28,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3873,4kzd.R.29,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3874,4kzd.R.30,train,
3875,4kzd.R.31,train,
3876,4kzd.R.32,train,
3877,4kzd.R.33,train,
3878,4kzd.R.34,train,
3879,4kzd.R.35,train,
3880,4kzd.R.36,train,
3881,4kzd.R.37,train,
3882,4kzd.R.38,train,
3883,4kzd.R.39,train,
3884,4kzd.R.40,train,
3885,4kzd.R.41,train,
3886,4kzd.R.42,train,
3887,4kzd.R.43,train,
3888,4kzd.R.44,train,
3889,4kzd.R.45,train,
3890,4kzd.R.46,train,
3891,4kzd.R.47,train,
3892,4kzd.R.48,train,
3893,4kzd.R.49,train,
3894,4kzd.R.50,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3895,4kzd.R.51,train,
3896,4kzd.R.52,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3897,4kzd.R.53,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3898,4kzd.R.54,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3899,4kzd.R.55,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3900,4kzd.R.56,train,
3901,4kzd.R.57,train,
3902,4kzd.R.58,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3903,4kzd.R.59,train,"{'name': '1TU', 'id': ['H_1TU', 103, ' ']}"
3904,4kzd.R.60,train,
3905,4kzd.R.61,train,
3906,4kzd.R.62,train,
3907,4kzd.R.63,train,
3908,4kzd.R.64,train,
3909,4kzd.R.65,train,
3910,4kzd.R.66,train,
3911,4kzd.R.67,train,
3912,4kzd.R.68,train,
3913,4kzd.R.69,train,
3914,4kzd.R.70,train,
3915,4kzd.R.71,train,
3916,4kzd.R.72,train,
3917,4kzd.R.73,train,
3918,4kzd.R.74,train,
3919,4kzd.R.75,train,
3920,4kzd.R.76,train,
3921,4kzd.R.77,train,
3922,4kzd.R.78,train,
3923,4kzd.R.79,train,
3924,4kzd.R.80,train,
3925,4kzd.R.81,train,
3926,4kzd.R.82,train,
3927,4kzd.R.83,train,
3928,4kzd.R.84,train,
3929,4l8r.A.2,train,
3930,4l8r.A.1,train,
3931,4l8r.A.3,train,
3932,4l8r.A.4,train,
3933,4l8r.A.5,train,
3934,4l8r.A.6,train,
3935,4l8r.A.7,train,
3936,4l8r.A.8,train,
3937,4l8r.A.9,train,
3938,4l8r.A.10,train,
3939,4l8r.A.11,train,
3940,4l8r.A.12,train,
3941,4l8r.A.13,train,
3942,4l8r.A.14,train,
3943,4l8r.A.15,train,
3944,4l8r.A.16,train,
3945,4l8r.A.17,train,
3946,4l8r.A.18,train,
3947,4l8r.A.19,train,
3948,4l8r.A.20,train,
3949,4l8r.A.21,train,"{'name': 'MSE', 'id': ['H_MSE', 328, ' ']}"
3950,4l8r.A.22,train,
3951,4l8r.A.23,train,
3952,4l8r.A.24,train,
3953,4l8r.A.25,train,
3954,4l8r.A.26,train,
3955,4lck.B.6,train,
3956,4lck.B.5,train,
3957,4lck.B.7,train,
3958,4lck.B.8,train,
3959,4lck.B.9,train,
3960,4lck.B.10,train,
3961,4lck.B.11,train,
3962,4lck.B.12,train,
3963,4lck.B.13,train,
3964,4lck.B.14,train,
3965,4lck.B.15,train,
3966,4lck.B.16,train,
3967,4lck.B.17,train,
3968,4lck.B.18,train,
3969,4lck.B.19,train,
3970,4lck.B.20,train,
3971,4lck.B.21,train,
3972,4lck.B.22,train,
3973,4lck.B.23,train,
3974,4lck.B.24,train,
3975,4lck.B.25,train,
3976,4lck.B.26,train,
3977,4lck.B.27,train,
3978,4lck.B.28,train,
3979,4lck.B.29,train,
3980,4lck.B.30,train,
3981,4lck.B.31,train,
3982,4lck.B.32,train,
3983,4lck.B.33,train,
3984,4lck.B.34,train,
3985,4lck.B.35,train,
3986,4lck.B.36,train,
3987,4lck.B.37,train,
3988,4lck.B.38,train,
3989,4lck.B.39,train,
3990,4lck.B.40,train,
3991,4lck.B.41,train,
3992,4lck.B.42,train,
3993,4lck.B.43,train,
3994,4lck.B.44,train,
3995,4lck.B.45,train,
3996,4lck.B.46,train,
3997,4lck.B.47,train,
3998,4lck.B.48,train,
3999,4lck.B.49,train,
4000,4lck.B.50,train,
4001,4lck.B.51,train,
4002,4lck.B.52,train,
4003,4lck.B.53,train,
4004,4lck.B.54,train,
4005,4lck.B.55,train,
4006,4lck.B.56,train,
4007,4lck.B.57,train,
4008,4lck.B.58,train,
4009,4lck.B.59,train,
4010,4lck.B.60,train,
4011,4lck.B.61,train,
4012,4lck.B.62,train,
4013,4lck.B.63,train,
4014,4lck.B.64,train,
4015,4lck.B.65,train,
4016,4lck.B.66,train,
4017,4lck.B.67,train,
4018,4lck.B.68,train,
4019,4lck.B.69,train,
4020,4lck.B.70,train,
4021,4lck.B.71,train,
4022,4lck.B.72,train,
4023,4lck.B.73,train,
4024,4lck.B.74,train,
4025,4lck.B.75,train,
4026,4lck.B.76,train,
4027,4lck.B.77,train,
4028,4lck.B.78,train,
4029,4lck.B.79,train,
4030,4lck.C.2,train,
4031,4lck.C.1,train,
4032,4lck.C.3,train,
4033,4lck.C.4,train,
4034,4lck.C.5,train,
4035,4lck.C.6,train,
4036,4lck.C.7,train,
4037,4lck.C.8,train,
4038,4lck.C.9,train,"{'name': 'MSE', 'id': ['H_MSE', 62, ' ']}"
4039,4lck.C.10,train,
4040,4lck.C.11,train,
4041,4lck.C.12,train,
4042,4lck.C.13,train,
4043,4lck.C.14,train,
4044,4lck.C.15,train,
4045,4lck.C.16,train,
4046,4lck.C.17,train,
4047,4lck.C.18,train,
4048,4lck.C.19,train,
4049,4lck.C.20,train,
4050,4lck.C.21,train,
4051,4lck.C.22,train,
4052,4lck.C.23,train,
4053,4lck.C.24,train,
4054,4lck.C.25,train,
4055,4lck.C.26,train,
4056,4lck.C.27,train,
4057,4lck.C.28,train,
4058,4lck.C.29,train,
4059,4lck.C.30,train,
4060,4lck.C.31,train,
4061,4lck.C.32,train,
4062,4lck.C.33,train,
4063,4lck.C.34,train,
4064,4lck.C.35,train,
4065,4lck.C.36,train,
4066,4lck.C.37,train,
4067,4lck.C.38,train,
4068,4lck.C.39,train,
4069,4lck.C.40,train,
4070,4lck.C.41,train,
4071,4lck.C.42,train,
4072,4lck.C.43,train,
4073,4lck.C.44,train,
4074,4lck.C.45,train,
4075,4lck.C.46,train,
4076,4lck.C.47,train,
4077,4lck.C.48,train,
4078,4lck.C.49,train,
4079,4lck.C.50,train,
4080,4lck.C.51,train,
4081,4lck.C.52,train,
4082,4lck.C.53,train,
4083,4lck.C.54,train,
4084,4lck.C.55,train,
4085,4lck.C.56,train,
4086,4lck.C.57,train,
4087,4lck.C.58,train,
4088,4lck.C.59,train,
4089,4lck.C.60,train,
4090,4lck.C.61,train,
4091,4lck.C.62,train,
4092,4lck.C.63,train,
4093,4lck.C.64,train,
4094,4lck.C.65,train,
4095,4lck.C.66,train,
4096,4lck.C.67,train,
4097,4lck.C.68,train,
4098,4lck.C.69,train,
4099,4lck.C.70,train,
4100,4lck.C.71,train,
4101,4lck.C.72,train,
4102,4lck.C.73,train,
4103,4lck.C.74,train,
4104,4lck.C.75,train,
4105,4lck.C.76,train,
4106,4lck.C.77,train,
4107,4lck.C.78,train,
4108,4lck.C.79,train,
4109,4lck.C.80,train,
4110,4lck.C.81,train,
4111,4lck.C.82,train,
4112,4lck.C.83,train,
4113,4lck.C.84,train,
4114,4lck.C.85,train,
4115,4lck.C.86,train,
4116,4lck.C.87,train,
4117,4lck.C.88,train,
4118,4lck.C.89,train,
4119,4lck.C.90,train,
4120,4lck.C.91,train,
4121,4lck.C.92,train,
4122,4lck.C.93,train,
4123,4lck.C.94,train,
4124,4lck.C.95,train,
4125,4lck.C.96,train,
4126,4lck.C.97,train,
4127,4lck.C.98,train,
4128,4lck.C.99,train,
4129,4lck.C.100,train,
4130,4lck.C.101,train,
4131,4lck.C.102,train,
4132,4m2z.C.3,val,
4133,4m2z.C.2,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4134,4m2z.C.4,val,
4135,4m2z.C.5,val,
4136,4m2z.C.6,val,
4137,4m2z.C.7,val,
4138,4m2z.C.8,val,
4139,4m2z.C.9,val,
4140,4m2z.C.10,val,
4141,4m2z.C.11,val,
4142,4m2z.C.12,val,
4143,4m2z.C.13,val,
4144,4m2z.C.14,val,
4145,4m2z.C.15,val,
4146,4m2z.C.16,val,
4147,4m2z.C.17,val,
4148,4m2z.C.18,val,
4149,4m2z.C.19,val,
4150,4m2z.C.20,val,
4151,4m2z.C.21,val,
4152,4m2z.C.22,val,
4153,4m2z.C.23,val,
4154,4m2z.C.24,val,
4155,4m2z.C.25,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4156,4m2z.C.26,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4157,4m2z.C.27,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4158,4m2z.C.28,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4159,4m2z.D.3,val,
4160,4m2z.D.2,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4161,4m2z.D.4,val,
4162,4m2z.D.5,val,
4163,4m2z.D.6,val,
4164,4m2z.D.7,val,
4165,4m2z.D.8,val,
4166,4m2z.D.9,val,
4167,4m2z.D.10,val,
4168,4m2z.D.11,val,
4169,4m2z.D.12,val,
4170,4m2z.D.13,val,
4171,4m2z.D.14,val,
4172,4m2z.D.15,val,
4173,4m2z.D.16,val,
4174,4m2z.D.17,val,
4175,4m2z.D.18,val,
4176,4m2z.D.19,val,
4177,4m2z.D.20,val,
4178,4m2z.D.21,val,
4179,4m2z.D.22,val,
4180,4m2z.D.23,val,
4181,4m2z.D.24,val,
4182,4m2z.D.25,val,
4183,4m2z.D.26,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4184,4m2z.D.27,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4185,4m2z.D.28,val,"{'name': 'C5P', 'id': ['H_C5P', 103, ' ']}"
4186,4pjo.X.4,train,
4187,4pjo.1.4,train,
4188,4pjo.1.12,train,
4189,4pjo.1.7,train,
4190,4pjo.1.29,train,
4191,4pjo.1.128,train,
4192,4pjo.1.21,train,
4193,4pjo.1.24,train,
4194,4pjo.1.137,train,
4195,4pjo.1.138,train,
4196,4pjo.1.31,train,
4197,4pjo.1.136,train,
4198,4pjo.1.9,train,
4199,4pjo.1.14,train,
4200,4pjo.1.11,train,
4201,4pjo.X.1,train,
4202,4pjo.1.23,train,
4203,4pjo.X.10,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
4204,4pjo.X.7,train,
4205,4pjo.1.28,train,
4206,4pjo.1.25,train,
4207,4pjo.1.130,train,
4208,4pjo.1.6,train,
4209,4pjo.1.10,train,
4210,4pjo.X.6,train,
4211,4pjo.1.123,train,
4212,4pjo.1.131,train,
4213,4pjo.1.127,train,
4214,4pjo.1.126,train,
4215,4pjo.1.13,train,
4216,4pjo.1.15,train,
4217,4pjo.1.26,train,
4218,4pjo.1.30,train,
4219,4pjo.X.9,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
4220,4pjo.1.16,train,
4221,4pjo.1.18,train,
4222,4pjo.1.125,train,
4223,4pjo.1.19,train,
4224,4pjo.1.3,train,
4225,4pjo.1.122,train,
4226,4pjo.1.5,train,
4227,4pjo.X.3,train,
4228,4pjo.1.17,train,
4229,4pjo.1.22,train,
4230,4pjo.1.134,train,
4231,4pjo.1.124,train,
4232,4pjo.1.132,train,
4233,4pjo.1.133,train,
4234,4pjo.X.5,train,
4235,4pjo.X.8,train,
4236,4pjo.1.2,train,"{'name': 'GTP', 'id': ['H_GTP', 1, ' ']}"
4237,4pjo.X.2,train,
4238,4pjo.1.20,train,
4239,4pjo.1.135,train,
4240,4pjo.1.27,train,
4241,4pjo.1.8,train,
4242,4pjo.1.129,train,
4243,4pkd.V.61,train,
4244,4pkd.V.60,train,"{'name': 'GTP', 'id': ['H_GTP', 59, ' ']}"
4245,4pkd.V.62,train,
4246,4pkd.V.63,train,
4247,4pkd.V.64,train,
4248,4pkd.V.65,train,
4249,4pkd.V.66,train,
4250,4pkd.V.67,train,
4251,4pkd.V.68,train,
4252,4pkd.V.69,train,
4253,4pkd.V.70,train,
4254,4pkd.V.71,train,
4255,4pkd.V.72,train,
4256,4pkd.V.73,train,
4257,4pkd.V.74,train,
4258,4pkd.V.75,train,
4259,4pkd.V.76,train,
4260,4pkd.V.77,train,
4261,4pkd.V.78,train,
4262,4pkd.V.79,train,"{'name': 'GTP', 'id': ['H_GTP', 59, ' ']}"
4263,4pkd.V.80,train,"{'name': 'GTP', 'id': ['H_GTP', 59, ' ']}"
4264,4pkd.V.81,train,"{'name': 'GTP', 'id': ['H_GTP', 59, ' ']}"
4265,4pkd.V.82,train,
4266,4pkd.V.83,train,
4267,4pkd.V.84,train,
4268,4pkd.V.85,train,
4269,4pkd.V.86,train,
4270,4pkd.V.87,train,
4271,4pkd.V.88,train,
4272,4pkd.V.89,train,
4273,4pkd.V.90,train,
4274,4pkd.V.91,train,
4275,4pkd.V.92,train,
4276,4pkd.V.93,train,
4277,4pkd.V.94,train,
4278,4pkd.V.95,train,
4279,4pkd.V.96,train,
4280,4pkd.V.97,train,
4281,4pkd.V.98,train,
4282,4pkd.V.99,train,
4283,4pkd.V.100,train,
4284,4pkd.V.101,train,
4285,4pkd.V.102,train,
4286,4pkd.V.103,train,
4287,4pkd.V.104,train,
4288,4pkd.V.105,train,
4289,4pkd.V.106,train,
4290,4pkd.V.107,train,
4291,4pkd.V.108,train,
4292,4pkd.V.109,train,
4293,4pkd.V.110,train,
4294,4pkd.V.111,train,
4295,4pkd.V.112,train,"{'name': 'GTP', 'id': ['H_GTP', 59, ' ']}"
4296,4pkd.V.113,train,"{'name': 'GTP', 'id': ['H_GTP', 59, ' ']}"
4297,4pqu.T.704,test,
4298,4pqu.T.703,test,
4299,4pqu.T.705,test,"{'name': 'DTP', 'id': ['H_DTP', 601, ' ']}"
4300,4pqu.T.706,test,"{'name': 'DTP', 'id': ['H_DTP', 601, ' ']}"
4301,4pqu.T.707,test,
4302,4pqu.T.708,test,
4303,4pqu.T.709,test,
4304,4pqu.T.710,test,
4305,4pqu.T.711,test,
4306,4pqu.T.712,test,
4307,4pqu.T.713,test,
4308,4pqu.T.714,test,
4309,4pqu.T.715,test,
4310,4pqu.T.716,test,
4311,4pqu.T.717,test,
4312,4pqu.T.718,test,
4313,4pqu.T.719,test,
4314,4pqu.T.720,test,
4315,4pqu.T.721,test,
4316,4pqu.T.722,test,
4317,4pqu.T.723,test,
4318,4qvi.B.2106,train,
4319,4qvi.B.2105,train,
4320,4qvi.B.2107,train,
4321,4qvi.B.2108,train,
4322,4qvi.B.2109,train,
4323,4qvi.B.2110,train,
4324,4qvi.B.2111,train,
4325,4qvi.B.2112,train,
4326,4qvi.B.2113,train,
4327,4qvi.B.2114,train,
4328,4qvi.B.2115,train,
4329,4qvi.B.2116,train,
4330,4qvi.B.2117,train,
4331,4qvi.B.2118,train,
4332,4qvi.B.2119,train,
4333,4qvi.B.2120,train,
4334,4qvi.B.2121,train,
4335,4qvi.B.2122,train,
4336,4qvi.B.2123,train,
4337,4qvi.B.2124,train,"{'name': 'FRU', 'id': ['H_FRU', 2, ' ']}"
4338,4qvi.B.2125,train,"{'name': 'FRU', 'id': ['H_FRU', 2, ' ']}"
4339,4qvi.B.2126,train,"{'name': 'FRU', 'id': ['H_FRU', 2, ' ']}"
4340,4qvi.B.2127,train,
4341,4qvi.B.2128,train,
4342,4qvi.B.2129,train,
4343,4qvi.B.2130,train,
4344,4qvi.B.2131,train,
4345,4qvi.B.2132,train,
4346,4qvi.B.2133,train,
4347,4qvi.B.2134,train,
4348,4qvi.B.2135,train,
4349,4qvi.B.2136,train,
4350,4qvi.B.2137,train,
4351,4qvi.B.2138,train,
4352,4qvi.B.2139,train,
4353,4qvi.B.2140,train,
4354,4qvi.B.2141,train,
4355,4qvi.B.2142,train,
4356,4qvi.B.2143,train,
4357,4qvi.B.2144,train,
4358,4qvi.B.2145,train,
4359,4qvi.B.2146,train,
4360,4qvi.B.2147,train,
4361,4qvi.B.2148,train,
4362,4qvi.B.2149,train,
4363,4qvi.B.2150,train,
4364,4qvi.B.2151,train,
4365,4qvi.B.2152,train,
4366,4qvi.B.2153,train,
4367,4qvi.B.2154,train,
4368,4qvi.B.2155,train,
4369,4qvi.B.2156,train,
4370,4qvi.B.2157,train,
4371,4qvi.B.2158,train,
4372,4qvi.B.2159,train,
4373,4qvi.B.2160,train,
4374,4qvi.B.2161,train,
4375,4qvi.B.2162,train,"{'name': 'GLC', 'id': ['H_GLC', 1, ' ']}"
4376,4qvi.B.2163,train,"{'name': 'FRU', 'id': ['H_FRU', 2, ' ']}"
4377,4qvi.B.2164,train,"{'name': 'FRU', 'id': ['H_FRU', 2, ' ']}"
4378,4qvi.B.2165,train,
4379,4qvi.B.2166,train,
4380,4qvi.B.2167,train,
4381,4qvi.B.2168,train,
4382,4qvi.B.2169,train,
4383,4qvi.B.2170,train,"{'name': 'GLC', 'id': ['H_GLC', 1, ' ']}"
4384,4qvi.B.2171,train,"{'name': 'GLC', 'id': ['H_GLC', 1, ' ']}"
4385,4qvi.B.2172,train,"{'name': 'FRU', 'id': ['H_FRU', 2, ' ']}"
4386,4qvi.B.2173,train,"{'name': 'GLC', 'id': ['H_GLC', 1, ' ']}"
4387,4qvi.B.2174,train,
4388,4qvi.B.2175,train,
4389,4qvi.B.2176,train,
4390,4qvi.B.2177,train,
4391,4qvi.B.2178,train,
4392,4qvi.B.2179,train,
4393,4qvi.B.2180,train,
4394,4qvi.B.2181,train,
4395,4qvi.B.2182,train,
4396,4qvi.B.2183,train,
4397,4qvi.B.2184,train,
4398,4rdx.C.2,train,
4399,4rdx.C.1,train,"{'name': 'GTP', 'id': ['H_GTP', -1, ' ']}"
4400,4rdx.C.3,train,
4401,4rdx.C.4,train,
4402,4rdx.C.5,train,
4403,4rdx.C.6,train,
4404,4rdx.C.7,train,
4405,4rdx.C.8,train,
4406,4rdx.C.9,train,
4407,4rdx.C.10,train,
4408,4rdx.C.11,train,
4409,4rdx.C.12,train,
4410,4rdx.C.13,train,
4411,4rdx.C.14,train,
4412,4rdx.C.15,train,
4413,4rdx.C.16,train,
4414,4rdx.C.17,train,
4415,4rdx.C.18,train,
4416,4rdx.C.19,train,
4417,4rdx.C.20,train,
4418,4rdx.C.21,train,
4419,4rdx.C.22,train,
4420,4rdx.C.23,train,
4421,4rdx.C.24,train,
4422,4rdx.C.25,train,
4423,4rdx.C.26,train,
4424,4rdx.C.27,train,
4425,4rdx.C.28,train,
4426,4rdx.C.29,train,
4427,4rdx.C.30,train,
4428,4rdx.C.31,train,
4429,4rdx.C.32,train,
4430,4rdx.C.33,train,
4431,4rdx.C.34,train,
4432,4rdx.C.35,train,
4433,4rdx.C.36,train,
4434,4rdx.C.37,train,
4435,4rdx.C.40,train,
4436,4rdx.C.39,train,
4437,4rdx.C.41,train,
4438,4rdx.C.42,train,
4439,4rdx.C.43,train,
4440,4rdx.C.44,train,
4441,4rdx.C.45,train,
4442,4rdx.C.46,train,
4443,4rdx.C.47,train,
4444,4rdx.C.48,train,
4445,4rdx.C.49,train,
4446,4rdx.C.50,train,
4447,4rdx.C.51,train,
4448,4rdx.C.52,train,
4449,4rdx.C.53,train,
4450,4rdx.C.54,train,
4451,4rdx.C.55,train,
4452,4rdx.C.56,train,
4453,4rdx.C.57,train,
4454,4rdx.C.58,train,
4455,4rdx.C.59,train,
4456,4rdx.C.60,train,
4457,4rdx.C.61,train,
4458,4rdx.C.62,train,
4459,4rdx.C.63,train,
4460,4rdx.C.64,train,
4461,4rdx.C.65,train,
4462,4rdx.C.66,train,
4463,4rdx.C.67,train,"{'name': 'GTP', 'id': ['H_GTP', -1, ' ']}"
4464,4rdx.C.68,train,
4465,4rdx.C.69,train,
4466,4rdx.C.70,train,
4467,4rdx.C.71,train,
4468,4rdx.C.72,train,"{'name': 'GTP', 'id': ['H_GTP', -1, ' ']}"
4469,4rdx.C.73,train,"{'name': 'GTP', 'id': ['H_GTP', -1, ' ']}"
4470,4rdx.C.74,train,"{'name': 'GTP', 'id': ['H_GTP', -1, ' ']}"
4471,4rdx.C.75,train,"{'name': 'AMP', 'id': ['H_AMP', 501, ' ']}"
4472,4rdx.C.76,train,"{'name': 'AMP', 'id': ['H_AMP', 501, ' ']}"
4473,4rmo.B.3,val,
4474,4rmo.B.37,val,
4475,4rmo.B.2,val,
4476,4rmo.B.41,val,
4477,4rmo.B.38,val,
4478,4rmo.B.11,val,
4479,4rmo.B.24,val,
4480,4rmo.B.18,val,
4481,4rmo.B.36,val,
4482,4rmo.B.10,val,
4483,4rmo.B.7,val,"{'name': 'MSE', 'id': ['H_MSE', 132, ' ']}"
4484,4rmo.B.14,val,
4485,4rmo.B.15,val,
4486,4rmo.B.31,val,
4487,4rmo.B.45,val,
4488,4rmo.B.4,val,
4489,4rmo.B.12,val,
4490,4rmo.B.35,val,
4491,4rmo.B.19,val,
4492,4rmo.B.42,val,
4493,4rmo.B.43,val,
4494,4rmo.B.32,val,
4495,4rmo.B.17,val,
4496,4rmo.B.25,val,
4497,4rmo.B.16,val,
4498,4rmo.B.8,val,
4499,4rmo.B.21,val,
4500,4rmo.B.27,val,
4501,4rmo.B.5,val,
4502,4rmo.B.40,val,
4503,4rmo.B.34,val,
4504,4rmo.B.6,val,"{'name': 'MSE', 'id': ['H_MSE', 132, ' ']}"
4505,4rmo.B.23,val,
4506,4rmo.B.39,val,
4507,4rmo.B.33,val,
4508,4rmo.B.9,val,
4509,4rmo.B.20,val,
4510,4rmo.B.1,val,
4511,4rmo.B.29,val,
4512,4rmo.B.26,val,"{'name': 'MSE', 'id': ['H_MSE', 132, ' ']}"
4513,4rmo.B.30,val,
4514,4rmo.B.22,val,
4515,4rmo.B.28,val,
4516,4rmo.B.13,val,
4517,4rmo.B.44,val,
4518,4tv0.B.2,train,
4519,4tv0.B.1,train,
4520,4tv0.B.3,train,
4521,4tv0.B.4,train,
4522,4tv0.B.5,train,"{'name': 'MSE', 'id': ['H_MSE', 245, ' ']}"
4523,4tv0.B.6,train,"{'name': 'MSE', 'id': ['H_MSE', 245, ' ']}"
4524,4tv0.B.7,train,
4525,4tv0.B.8,train,
4526,4tv0.B.9,train,
4527,4tv0.B.10,train,
4528,4tv0.B.11,train,
4529,4tv0.B.12,train,
4530,4tv0.B.13,train,
4531,4tv0.B.14,train,
4532,4tv0.B.15,train,
4533,4tv0.B.16,train,
4534,4tv0.B.17,train,
4535,4tv0.B.18,train,
4536,4tv0.B.19,train,
4537,4tv0.B.20,train,
4538,4tv0.B.21,train,
